,year,full_addr,borough,units
1802,2008,764 JEFFERSON AVENUE Brooklyn,Brooklyn,8
1803,2008,995 JEFFERSON AVENUE Brooklyn,Brooklyn,4
1804,2008,1244 JEFFERSON AVENUE Brooklyn,Brooklyn,3
1805,2008,527 KNICKERBOCKER AVENUE Brooklyn,Brooklyn,8
1806,2008,531 KNICKERBOCKER AVENUE Brooklyn,Brooklyn,8
1807,2008,195 LENOX ROAD Brooklyn,Brooklyn,12
1808,2008,131 LEWIS AVENUE Brooklyn,Brooklyn,4
1809,2008,771 LIBERTY AVENUE Brooklyn,Brooklyn,3
1810,2008,869 LIBERTY AVENUE Brooklyn,Brooklyn,5
1811,2008,778 LINCOLN PLACE Brooklyn,Brooklyn,8
1812,2008,241 LINDEN BOULEVARD Brooklyn,Brooklyn,8
1813,2008,320 LINDEN BOULEVARD Brooklyn,Brooklyn,3
1814,2008,270 LINDEN STREET Brooklyn,Brooklyn,3
1815,2008,544 LINWOOD STREET Brooklyn,Brooklyn,6
1816,2008,786 MACON STREET Brooklyn,Brooklyn,3
1817,2008,346 MARION STREET Brooklyn,Brooklyn,6
1818,2008,435 MARION STREET Brooklyn,Brooklyn,6
1819,2008,236 MC KINLEY AVENUE Brooklyn,Brooklyn,4
1820,2008,414 MELROSE STREET Brooklyn,Brooklyn,8
1821,2008,389 MONROE STREET Brooklyn,Brooklyn,3
1822,2008,829 MONROE STREET Brooklyn,Brooklyn,8
1823,2008,684 MYRTLE AVENUE Brooklyn,Brooklyn,6
1824,2008,595 NEW LOTS AVENUE Brooklyn,Brooklyn,3
1825,2008,399 NOSTRAND AVENUE Brooklyn,Brooklyn,3
1826,2008,1261 PACIFIC STREET Brooklyn,Brooklyn,11
1827,2008,1399 PACIFIC STREET Brooklyn,Brooklyn,4
1828,2008,46 PALMETTO STREET Brooklyn,Brooklyn,3
1829,2008,146 PALMETTO STREET Brooklyn,Brooklyn,3
1830,2008,68 PATCHEN AVENUE Brooklyn,Brooklyn,8
1831,2008,257 PATCHEN AVENUE Brooklyn,Brooklyn,4
1832,2008,1719 PITKIN AVENUE Brooklyn,Brooklyn,12
1833,2008,465 PROSPECT AVENUE Brooklyn,Brooklyn,3
1834,2008,1308 PROSPECT PLACE Brooklyn,Brooklyn,5
1835,2008,1922 PROSPECT PLACE Brooklyn,Brooklyn,4
1836,2008,1109 PUTNAM AVENUE Brooklyn,Brooklyn,3
1837,2008,1175 PUTNAM AVENUE Brooklyn,Brooklyn,3
1838,2008,599 QUINCY STREET Brooklyn,Brooklyn,8
1839,2008,145 ROCKAWAY PARKWAY Brooklyn,Brooklyn,6
1840,2008,718 SCHENCK AVENUE Brooklyn,Brooklyn,4
1841,2008,230 SCHENECTADY AVENUE Brooklyn,Brooklyn,6
1842,2008,232 SCHENECTADY AVENUE Brooklyn,Brooklyn,6
1843,2008,674 SHEFFIELD AVENUE Brooklyn,Brooklyn,4
1844,2008,323 SHEPHERD AVENUE Brooklyn,Brooklyn,3
1845,2008,327 SHEPHERD AVENUE Brooklyn,Brooklyn,3
1846,2008,711 SHEPHERD AVENUE Brooklyn,Brooklyn,4
1847,2008,2517 SNYDER AVENUE Brooklyn,Brooklyn,3
1848,2008,40 SOMERS STREET Brooklyn,Brooklyn,3
1849,2008,145 SOMERS STREET Brooklyn,Brooklyn,6
1850,2008,21A SOMERS STREET Brooklyn,Brooklyn,3
1851,2008,1145 ST JOHNS PLACE Brooklyn,Brooklyn,4
1852,2008,1320 ST JOHNS PLACE Brooklyn,Brooklyn,8
1853,2008,700 ST MARKS AVENUE Brooklyn,Brooklyn,4
1854,2008,250 STOCKHOLM STREET Brooklyn,Brooklyn,8
1855,2008,191 SUMPTER STREET Brooklyn,Brooklyn,8
1856,2008,609 SUTTER AVENUE Brooklyn,Brooklyn,4
1857,2008,535 THROOP AVENUE Brooklyn,Brooklyn,4
1858,2008,232 TOMPKINS AVENUE Brooklyn,Brooklyn,3
1859,2008,309 TOMPKINS AVENUE Brooklyn,Brooklyn,8
1860,2008,237 TROUTMAN STREET Brooklyn,Brooklyn,6
1861,2008,227 TROY AVENUE Brooklyn,Brooklyn,12
1862,2008,11 VAN BUREN STREET Brooklyn,Brooklyn,3
1863,2008,496 VAN BUREN STREET Brooklyn,Brooklyn,4
1864,2008,124 VAN SICLEN AVENUE Brooklyn,Brooklyn,15
1865,2008,176 VAN SICLEN AVENUE Brooklyn,Brooklyn,3
1866,2008,384 VANDERBILT AVENUE Brooklyn,Brooklyn,4
1867,2008,28 VERMONT STREET Brooklyn,Brooklyn,3
1868,2008,354 VERNON AVENUE Brooklyn,Brooklyn,4
1869,2008,2836 WEST 19 STREET Brooklyn,Brooklyn,4
1870,2008,1113 WILLOUGHBY AVENUE Brooklyn,Brooklyn,6
1871,2008,90 WILSON AVENUE Brooklyn,Brooklyn,3
1872,2008,142 WILSON AVENUE Brooklyn,Brooklyn,6
1873,2008,203 WILSON AVENUE Brooklyn,Brooklyn,6
1874,2008,441 WILSON AVENUE Brooklyn,Brooklyn,12
1875,2008,515 WILSON AVENUE Brooklyn,Brooklyn,6
1876,2008,636 WILSON AVENUE Brooklyn,Brooklyn,6
1877,2008,271 WOODBINE STREET Brooklyn,Brooklyn,3
1878,2008,18-14 LINDEN STREET Queens,Queens,6
1879,2008,108-44 LIVERPOOL STREET Queens,Queens,3
1880,2008,1722 MADISON STREET Queens,Queens,6
1881,2008,1720 PALMETTO STREET Queens,Queens,6
1882,2008,1659 SUMMERFIELD STREET Queens,Queens,6
1883,2008,1675 WOODBINE STREET Queens,Queens,6
1884,2008,238 YORK AVENUE Staten Island,Staten Island,3
